room_id,host_id,host_is_superhost,property_type,room_type,neighborhood,accommodates,bedrooms,bathrooms,latitude,longitude,reviews,price,cleaning_fee,total
4719139,24157036,f,Condominium,Entire home/apt,North Beach,3,1.0,1.0,37.80218,-122.40678,12,301.0,300.0,601.0
4720512,202591,t,House,Private room,Western Addition,2,1.0,3.0,37.77377,-122.42918999999999,227,99.0,10.0,109.0
4728615,17042045,f,Apartment,Private room,Downtown/Civic Center,1,1.0,1.0,37.78688,-122.40777,88,89.0,25.0,114.0
4748287,1776403,t,House,Private room,Mission,1,1.0,1.0,37.75653,-122.40921999999999,46,88.0,60.0,148.0
4760192,15622225,f,House,Entire home/apt,West of Twin Peaks,11,4.0,3.0,37.73401,-122.44917,11,350.0,150.0,500.0
4773944,9859883,f,Apartment,Entire home/apt,Potrero Hill,2,1.0,1.0,37.75871,-122.39708999999999,25,250.0,120.0,370.0
4774742,8597535,t,House,Private room,Outer Sunset,2,1.0,1.0,37.7558,-122.49786999999999,153,62.0,50.0,112.0
4782281,77658,f,Apartment,Entire home/apt,Castro/Upper Market,4,2.0,1.0,37.76032,-122.42886000000001,275,180.0,80.0,260.0
4794816,204288,t,House,Entire home/apt,Bernal Heights,6,3.0,2.0,37.74244,-122.42095,31,439.0,90.0,529.0
4807817,24708935,t,House,Entire home/apt,Bernal Heights,3,1.0,1.0,37.73858,-122.41973999999999,29,150.0,150.0,300.0
4808522,16222607,t,House,Private room,Twin Peaks,1,1.0,1.0,37.747209999999995,-122.44611,0,155.0,60.0,215.0
4825026,204288,t,House,Private room,Bernal Heights,2,1.0,1.0,37.7408,-122.42101000000001,4,64.0,0.0,64.0
4825217,10734731,f,Apartment,Entire home/apt,Mission,2,1.0,1.0,37.76654,-122.42393,45,224.0,70.0,294.0
4832436,22343946,t,Apartment,Entire home/apt,Twin Peaks,2,1.0,1.0,37.75748,-122.44685,41,250.0,80.0,330.0
4833101,4271298,t,House,Private room,Western Addition,1,1.0,1.0,37.77668,-122.42962,232,120.0,20.0,140.0
4838843,2917099,t,Apartment,Entire home/apt,Marina,4,2.0,1.5,37.79749,-122.44258,51,550.0,145.0,695.0
4841027,1665158,t,House,Private room,Outer Mission,2,1.0,1.0,37.73056,-122.45176000000001,197,105.0,,
4855194,12849180,f,Apartment,Private room,West of Twin Peaks,4,1.0,1.5,37.74559,-122.45257,30,100.0,75.0,175.0
4855686,1196837,t,House,Entire home/apt,Visitacion Valley,6,2.0,1.0,37.713390000000004,-122.39833,31,250.0,150.0,400.0
4856290,12849180,f,Condominium,Private room,West of Twin Peaks,6,2.0,1.5,37.74471,-122.45313999999999,1,250.0,100.0,350.0
4863182,1257432,t,Apartment,Entire home/apt,Downtown/Civic Center,2,1.0,1.0,37.77551,-122.42079,4,124.0,125.0,249.0
4867594,25037624,f,Apartment,Entire home/apt,Russian Hill,3,3.0,1.0,37.79746,-122.41702,3,170.0,120.0,290.0
4875549,4271298,t,House,Private room,Western Addition,1,1.0,1.0,37.775999999999996,-122.42963,20,145.0,,
4880695,25108613,f,House,Entire home/apt,Crocker Amazon,12,5.0,1.0,37.71161,-122.43761,37,450.0,255.0,705.0
4880988,878114,f,Apartment,Entire home/apt,Castro/Upper Market,3,2.0,2.0,37.75889,-122.4375,6,126.0,80.0,206.0
4882295,23795896,t,House,Private room,Bernal Heights,2,1.0,1.0,37.73612,-122.4111,230,89.0,,
4887475,22931450,f,Bed and breakfast,Private room,North Beach,2,1.0,1.0,37.79872,-122.40411999999999,62,83.0,0.0,83.0
4887587,22931450,f,Bed and breakfast,Private room,North Beach,2,1.0,0.0,37.79898,-122.4062,60,83.0,,
4888308,7653597,f,Apartment,Entire home/apt,Bernal Heights,4,2.0,1.0,37.74501,-122.42361000000001,88,250.0,100.0,350.0
4890230,22931450,f,Bed and breakfast,Shared room,North Beach,4,1.0,10.0,37.79875,-122.40476000000001,222,38.0,0.0,38.0
4892016,20850212,f,Hotel,Private room,Marina,6,1.0,1.0,37.797470000000004,-122.42511,167,169.0,0.0,169.0
4896087,25196982,f,Apartment,Entire home/apt,Russian Hill,2,1.0,1.0,37.80151,-122.41982,147,105.0,100.0,205.0
4897143,22931450,f,Bed and breakfast,Shared room,North Beach,4,1.0,10.0,37.79926,-122.40432,172,38.0,0.0,38.0
4897595,18123914,f,Townhouse,Private room,Western Addition,1,1.0,1.0,37.7828,-122.43221000000001,28,85.0,55.0,140.0
4902063,25176023,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.78606,-122.41496000000001,352,89.0,25.0,114.0
4902365,22931450,f,Bed and breakfast,Shared room,North Beach,4,1.0,10.0,37.79933,-122.40628999999998,200,38.0,0.0,38.0
4902444,22931450,f,Bed and breakfast,Shared room,North Beach,4,1.0,10.0,37.79845,-122.40445,240,38.0,0.0,38.0
4902565,25176023,f,Apartment,Private room,Downtown/Civic Center,2,1.0,0.5,37.7853,-122.41447,385,125.0,25.0,150.0
4902729,25176023,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.78468,-122.41481,319,115.0,19.0,134.0
4902855,25176023,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.786590000000004,-122.41356,489,99.0,25.0,124.0
4902907,25176023,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.785759999999996,-122.41488999999999,417,115.0,25.0,140.0
4907924,96655,f,House,Private room,Noe Valley,1,1.0,1.0,37.75273,-122.44113,44,125.0,75.0,200.0
4909117,25176023,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.78598,-122.41476999999999,370,129.0,25.0,154.0
4921641,5977346,f,House,Private room,Outer Sunset,1,1.0,1.5,37.757509999999996,-122.48127,0,75.0,120.0,195.0
4936887,3442905,t,Guest suite,Entire home/apt,Western Addition,6,2.0,1.0,37.786590000000004,-122.44221999999999,285,325.0,125.0,450.0
4949779,96655,f,House,Private room,Noe Valley,1,1.0,1.0,37.7525,-122.44193,46,125.0,75.0,200.0
4956697,266139,f,Apartment,Entire home/apt,Inner Richmond,3,2.0,1.0,37.77818,-122.47645,231,140.0,80.0,220.0
4957143,1792703,t,Guest suite,Entire home/apt,Western Addition,2,1.0,1.0,37.77868,-122.4348,228,225.0,75.0,300.0
4959980,25419840,t,Guest suite,Entire home/apt,Outer Sunset,6,2.0,1.0,37.75613,-122.48456000000002,301,203.0,120.0,323.0
4962043,15698216,f,House,Private room,Bayview,2,1.0,1.0,37.73126,-122.3987,50,109.0,50.0,159.0
4965866,21694486,f,Guest suite,Entire home/apt,Nob Hill,2,1.0,1.0,37.7933,-122.41463,92,156.0,80.0,236.0
4987668,16382,t,Condominium,Private room,Mission,1,1.0,1.0,37.76035,-122.41941000000001,107,121.0,70.0,191.0
4993804,4195316,f,House,Entire home/apt,Haight Ashbury,10,5.0,4.5,37.775909999999996,-122.43876999999999,53,775.0,250.0,1025.0
5004303,13832870,f,Apartment,Entire home/apt,Marina,2,1.0,1.0,37.79748,-122.44592,0,148.0,250.0,398.0
5007358,25176023,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.78457,-122.41455,456,156.0,25.0,181.0
5013816,22338989,t,House,Private room,Pacific Heights,2,1.0,1.0,37.7891,-122.4346,555,139.0,30.0,169.0
5019863,2764634,f,Apartment,Private room,Mission,1,1.0,1.0,37.75865,-122.4253,31,160.0,360.0,520.0
5025420,23719876,f,Apartment,Private room,Nob Hill,2,1.0,1.0,37.79227,-122.42057,6,100.0,80.0,180.0
5027016,25943995,t,Apartment,Entire home/apt,Outer Sunset,2,0.0,1.0,37.75797,-122.501,97,90.0,300.0,390.0
5031525,21789834,t,Guest suite,Entire home/apt,Haight Ashbury,2,1.0,1.0,37.77478,-122.44011,78,200.0,160.0,360.0
5031660,23719876,f,Apartment,Private room,Nob Hill,2,1.0,1.0,37.79095,-122.4199,15,120.0,80.0,200.0
5039206,24157036,f,Condominium,Entire home/apt,Noe Valley,3,1.0,1.0,37.749190000000006,-122.4348,7,192.0,250.0,442.0
5045601,26048550,f,House,Entire home/apt,Castro/Upper Market,4,1.0,1.0,37.765159999999995,-122.43473,132,175.0,250.0,425.0
5068486,26173051,t,Apartment,Entire home/apt,Parkside,4,2.0,1.5,37.7381,-122.47176,203,183.0,,
5070945,17042045,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.786809999999996,-122.4093,54,59.0,25.0,84.0
5070973,17042045,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.7873,-122.40958,55,89.0,25.0,114.0
5076251,7799719,f,Apartment,Entire home/apt,Castro/Upper Market,2,1.0,1.0,37.75837,-122.44261999999999,2,100.0,35.0,135.0
5086367,5026313,t,Apartment,Private room,Western Addition,1,1.0,1.0,37.78307,-122.44185,7,93.0,50.0,143.0
5094146,304426,t,Apartment,Private room,Noe Valley,1,1.0,1.0,37.74216,-122.43011000000001,208,65.0,25.0,90.0
5114942,85132,f,Boutique hotel,Private room,Chinatown,2,0.0,1.0,37.79097,-122.40677,2,350.0,0.0,350.0
5117701,1671976,t,Apartment,Entire home/apt,Nob Hill,4,1.0,1.0,37.79372,-122.41004,159,269.0,150.0,419.0
5126076,16913864,t,Condominium,Entire home/apt,Mission,2,1.0,2.0,37.76583,-122.41141,56,350.0,100.0,450.0
5144482,8146166,t,Guest suite,Entire home/apt,West of Twin Peaks,3,1.0,1.0,37.74458,-122.46283999999999,317,139.0,65.0,204.0
5151423,21573962,t,House,Private room,Inner Sunset,2,1.0,1.0,37.765409999999996,-122.47211000000001,107,144.0,50.0,194.0
5154227,26653102,t,House,Entire home/apt,Parkside,12,4.0,2.0,37.74368,-122.47813000000001,90,575.0,100.0,675.0
5154242,26653520,f,Apartment,Private room,Crocker Amazon,2,1.0,1.0,37.71013,-122.44643,85,50.0,60.0,110.0
5154367,26653102,t,House,Private room,Parkside,2,1.0,2.0,37.743140000000004,-122.47728000000001,120,80.0,30.0,110.0
5162669,832389,f,House,Private room,Bernal Heights,2,1.0,1.0,37.7418,-122.41068,103,90.0,45.0,135.0
5172959,2618348,f,Apartment,Private room,Presidio Heights,1,1.0,1.0,37.785059999999994,-122.4493,42,150.0,0.0,150.0
5173043,26482762,f,Serviced apartment,Private room,Downtown/Civic Center,4,1.0,1.0,37.788759999999996,-122.41162,103,252.0,99.0,351.0
5174935,26766881,f,House,Entire home/apt,Parkside,4,1.0,1.5,37.74286,-122.50267,53,185.0,100.0,285.0
5180749,615007,f,Apartment,Entire home/apt,South of Market,3,1.0,1.0,37.77097,-122.41501000000001,2,99.0,95.0,194.0
5193689,26866124,f,House,Private room,Noe Valley,2,1.0,1.0,37.74203,-122.42998999999999,0,200.0,60.0,260.0
5194736,26871877,f,House,Entire home/apt,Inner Richmond,4,2.0,2.5,37.77955,-122.47419,21,525.0,150.0,675.0
5195922,26653520,f,House,Private room,Crocker Amazon,2,1.0,1.0,37.71052,-122.44645,23,56.0,69.0,125.0
5196070,26653520,f,House,Private room,Crocker Amazon,2,1.0,1.0,37.71011,-122.44631000000001,24,50.0,60.0,110.0
5196116,26653520,f,House,Private room,Outer Mission,2,1.0,1.0,37.71165,-122.4462,44,50.0,69.0,119.0
5196233,26653520,f,House,Entire home/apt,Crocker Amazon,2,0.0,1.0,37.71011,-122.44644,52,50.0,60.0,110.0
5196399,23278,f,Hostel,Shared room,Mission,1,1.0,2.0,37.75687,-122.4146,250,55.0,0.0,55.0
5202841,26914130,t,Guest suite,Entire home/apt,Russian Hill,3,1.0,1.0,37.80219,-122.42171,215,250.0,200.0,450.0
5212418,7799719,f,Apartment,Entire home/apt,Haight Ashbury,2,1.0,1.0,37.77013,-122.44371000000001,3,200.0,,
5212469,8552524,f,Condominium,Entire home/apt,Twin Peaks,2,2.0,2.0,37.75721,-122.44287,5,190.0,120.0,310.0
5217164,26991996,t,Guest suite,Private room,Bayview,2,1.0,1.0,37.729820000000004,-122.39171999999999,85,118.0,75.0,193.0
5222044,107595,t,Apartment,Entire home/apt,Western Addition,5,2.0,2.0,37.776270000000004,-122.44488999999999,86,250.0,125.0,375.0
5242394,11997544,t,Apartment,Entire home/apt,Potrero Hill,3,1.0,1.0,37.75745,-122.39901,115,150.0,50.0,200.0
5253001,8619121,f,Condominium,Entire home/apt,South of Market,2,1.0,1.0,37.786559999999994,-122.39379,1,200.0,175.0,375.0
5253439,23278,f,Hostel,Shared room,Mission,1,1.0,2.0,37.75783,-122.41309,169,33.0,0.0,33.0
5272750,22931450,f,Bed and breakfast,Private room,North Beach,3,1.0,10.0,37.79874,-122.40428,183,99.0,0.0,99.0
5286047,1674453,f,Apartment,Entire home/apt,Haight Ashbury,2,1.0,1.0,37.77612,-122.44048000000001,41,240.0,50.0,290.0
5286779,408300,f,Apartment,Private room,Bayview,2,1.0,1.0,37.72616,-122.3839,0,55.0,45.0,100.0
5286782,408300,f,Apartment,Private room,Bayview,2,1.0,1.0,37.72764,-122.38173,2,59.0,35.0,94.0
5299461,23278,f,Hostel,Shared room,Mission,1,1.0,2.0,37.75853,-122.41333999999999,249,55.0,0.0,55.0
5299538,23278,f,Hostel,Shared room,Mission,1,1.0,2.0,37.756679999999996,-122.4147,159,33.0,0.0,33.0
5309546,417366,f,Condominium,Entire home/apt,Western Addition,5,3.0,1.5,37.783970000000004,-122.44245,8,200.0,140.0,340.0
5317789,5415942,f,Apartment,Entire home/apt,Noe Valley,2,2.0,1.0,37.74731,-122.43263999999999,21,200.0,50.0,250.0
5318758,27550471,f,Apartment,Private room,South of Market,2,1.0,1.0,37.77254,-122.42255,127,99.0,25.0,124.0
5319588,4324056,t,House,Private room,Parkside,1,1.0,1.0,37.74374,-122.48463000000001,113,99.0,30.0,129.0
5320351,4730499,t,Apartment,Private room,Haight Ashbury,1,1.0,1.5,37.77475,-122.44211999999999,25,80.0,130.0,210.0
5325355,2370969,f,Guest suite,Entire home/apt,Twin Peaks,2,1.0,1.5,37.754670000000004,-122.44266,76,200.0,75.0,275.0
5327231,306980,f,Condominium,Entire home/apt,Pacific Heights,5,3.0,2.0,37.78972,-122.43921999999999,3,450.0,125.0,575.0
5345792,4253502,t,Apartment,Private room,Noe Valley,2,1.0,1.0,37.75613,-122.43081000000001,142,165.0,25.0,190.0
5346803,105051,f,Apartment,Entire home/apt,Western Addition,2,1.0,1.0,37.77308,-122.43417,140,195.0,99.0,294.0
5376278,12849180,f,Apartment,Private room,Twin Peaks,3,1.0,1.5,37.74604,-122.45255,19,90.0,75.0,165.0
5394755,27964266,f,House,Private room,Mission,3,1.0,1.0,37.7587,-122.42124,124,89.0,60.0,149.0
5405637,1479964,f,Serviced apartment,Hotel room,Downtown/Civic Center,3,1.0,1.0,37.78559,-122.40874,7,189.0,225.0,414.0
5406893,28028214,f,Condominium,Entire home/apt,Pacific Heights,8,3.0,2.0,37.79208,-122.44603000000001,15,288.0,0.0,288.0
5433133,10859576,t,Condominium,Entire home/apt,South of Market,6,3.0,2.0,37.78832,-122.38878999999999,17,350.0,200.0,550.0
5436115,18014246,f,Apartment,Private room,Potrero Hill,1,1.0,1.0,37.75931,-122.38752,0,85.0,25.0,110.0
5443493,14170355,f,Condominium,Entire home/apt,Castro/Upper Market,2,1.0,1.0,37.759190000000004,-122.43486000000001,1,400.0,,
5468835,16556725,f,Apartment,Shared room,Downtown/Civic Center,1,1.0,1.0,37.78117,-122.42141000000001,72,60.0,10.0,70.0
5480795,20850212,f,Hotel,Private room,Pacific Heights,4,1.0,1.0,37.797129999999996,-122.42571000000001,210,129.0,0.0,129.0
5500218,8039302,f,Apartment,Entire home/apt,Excelsior,5,2.0,1.0,37.72615,-122.43128,63,135.0,95.0,230.0
5505643,16968890,f,Apartment,Entire home/apt,Castro/Upper Market,4,2.0,2.0,37.764520000000005,-122.42718,56,260.0,,
5537718,10665750,f,House,Entire home/apt,Bernal Heights,7,4.0,2.5,37.74026,-122.41812,6,350.0,150.0,500.0
5547500,23071835,t,House,Private room,Twin Peaks,2,1.0,1.0,37.757090000000005,-122.44323,280,124.0,50.0,174.0
5548977,6076870,t,Apartment,Entire home/apt,Outer Richmond,6,0.0,1.0,37.78093,-122.49425,377,178.0,99.0,277.0
5550248,28776665,f,House,Private room,Outer Mission,3,1.0,1.0,37.71587,-122.44836000000001,532,80.0,,
5557316,10103567,t,Apartment,Entire home/apt,South of Market,4,2.0,2.5,37.77796,-122.4118,16,180.0,250.0,430.0
5558933,21506398,f,Apartment,Entire home/apt,Noe Valley,4,1.0,1.0,37.75342,-122.428,18,141.0,90.0,231.0
5559608,8811880,t,Apartment,Private room,Noe Valley,2,1.0,1.0,37.75286,-122.42663,63,185.0,30.0,215.0
5560256,6334749,f,Apartment,Private room,Mission,2,1.0,1.0,37.75533,-122.41465,0,195.0,,
5572169,930744,t,House,Private room,Marina,2,1.0,1.0,37.79872,-122.43556000000001,282,169.0,40.0,209.0
5577516,6875334,t,Guest suite,Entire home/apt,Inner Sunset,5,2.0,1.0,37.75529,-122.46533000000001,76,135.0,100.0,235.0
5581254,5516215,t,Guest suite,Entire home/apt,Parkside,4,2.0,2.0,37.74258,-122.48743999999999,151,155.0,95.0,250.0
5591544,587173,t,Apartment,Entire home/apt,Mission,4,2.0,1.5,37.754459999999995,-122.42398999999999,81,250.0,125.0,375.0
5592637,5501414,t,Apartment,Entire home/apt,Haight Ashbury,4,2.0,1.0,37.7739,-122.44318,6,154.0,100.0,254.0
5592675,28996560,t,Apartment,Entire home/apt,Marina,4,1.0,1.0,37.80409,-122.44468,5,125.0,,
5592754,28996560,t,Apartment,Entire home/apt,Marina,6,2.0,2.0,37.80438,-122.44344,2,283.0,250.0,533.0
5615061,10456237,f,Condominium,Entire home/apt,Pacific Heights,3,2.0,1.0,37.79176,-122.42878999999999,5,1000.0,250.0,1250.0
5616609,27289856,t,House,Private room,West of Twin Peaks,2,1.0,1.0,37.74035,-122.45318999999999,185,141.0,60.0,201.0
5617847,1097730,f,House,Private room,Mission,2,1.0,1.5,37.760040000000004,-122.41808999999999,77,125.0,45.0,170.0
5631995,29190058,t,Apartment,Private room,Marina,1,1.0,1.5,37.80123,-122.43198999999998,73,139.0,,
5632275,20672353,t,Apartment,Entire home/apt,Noe Valley,2,1.0,1.0,37.75437,-122.42953999999999,120,165.0,80.0,245.0
5632452,20497687,f,House,Entire home/apt,Inner Sunset,4,1.0,1.0,37.756029999999996,-122.4609,155,150.0,80.0,230.0
5632672,7249327,f,Apartment,Private room,Haight Ashbury,8,4.0,2.5,37.77112,-122.44872,2,400.0,125.0,525.0
5666413,13471395,f,Apartment,Entire home/apt,Nob Hill,2,0.0,1.0,37.79078,-122.40935,13,110.0,70.0,180.0
5666454,13471395,f,Apartment,Entire home/apt,Chinatown,2,0.0,1.0,37.79095,-122.40768999999999,9,110.0,80.0,190.0
5696895,29536420,t,Apartment,Entire home/apt,Inner Sunset,4,2.0,1.0,37.761720000000004,-122.47488,267,66.0,150.0,216.0
5697110,785720,f,Apartment,Entire home/apt,Inner Richmond,2,1.0,1.0,37.780590000000004,-122.45199,40,200.0,0.0,200.0
5749181,29047273,f,Apartment,Entire home/apt,Noe Valley,1,0.0,1.0,37.74722,-122.43507,107,215.0,80.0,295.0
5749839,12740147,t,House,Entire home/apt,Excelsior,2,1.0,1.0,37.72906,-122.41013999999998,132,140.0,80.0,220.0
5774490,29959736,f,Guest suite,Private room,Noe Valley,2,1.0,1.0,37.746829999999996,-122.43746000000002,2,120.0,,
5785978,26606416,f,House,Private room,Outer Sunset,4,1.0,1.0,37.76413,-122.48369,228,80.0,,
5788099,30031657,f,Apartment,Entire home/apt,North Beach,6,3.0,2.0,37.79911,-122.40567,48,625.0,180.0,805.0
5804060,30111455,f,Apartment,Entire home/apt,Marina,6,1.0,1.0,37.797979999999995,-122.43023000000001,61,125.0,100.0,225.0
5821380,3131531,t,Apartment,Entire home/apt,Mission,4,2.0,1.0,37.75786,-122.41778000000001,105,350.0,150.0,500.0
5849626,7221947,t,Apartment,Entire home/apt,Haight Ashbury,2,0.0,1.0,37.77452,-122.4449,185,250.0,85.0,335.0
5852066,5138559,f,Apartment,Private room,Western Addition,2,1.0,1.0,37.7771,-122.43763,205,144.0,54.0,198.0
5853587,16022933,t,House,Private room,Excelsior,2,1.0,1.0,37.722190000000005,-122.43078,58,60.0,25.0,85.0
5858973,24157036,f,House,Entire home/apt,Presidio Heights,6,3.0,3.0,37.785070000000005,-122.45276000000001,3,520.0,500.0,1020.0
5861266,10829039,t,House,Private room,Inner Richmond,2,1.0,1.0,37.77528,-122.46233000000001,27,200.0,55.0,255.0
5863674,30447547,t,Guest suite,Private room,Glen Park,2,1.0,1.0,37.73746,-122.42871000000001,157,200.0,88.0,288.0
5871250,9744251,f,Hostel,Shared room,Downtown/Civic Center,8,1.0,2.0,37.7886,-122.42086,6,79.0,25.0,104.0
5882524,4656636,t,House,Entire home/apt,Noe Valley,5,3.0,2.0,37.7503,-122.44203999999999,21,250.0,120.0,370.0
5884735,8549915,f,Condominium,Private room,Castro/Upper Market,2,1.0,1.0,37.76296,-122.43116,140,80.0,75.0,155.0
5891594,30419729,f,Apartment,Entire home/apt,Castro/Upper Market,6,3.0,1.0,37.7679,-122.43253,9,235.0,250.0,485.0
5904304,3249792,t,Apartment,Private room,Downtown/Civic Center,1,1.0,1.0,37.788270000000004,-122.41506000000001,211,99.0,40.0,139.0
5904305,3249792,t,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.788990000000005,-122.4155,93,79.0,40.0,119.0
5905163,8716218,f,Apartment,Private room,Outer Sunset,2,1.0,1.0,37.76393,-122.49695,33,60.0,50.0,110.0
5905530,10397646,t,Condominium,Private room,Western Addition,1,1.0,1.0,37.77832,-122.43975,21,75.0,20.0,95.0
5918090,676500,f,House,Entire home/apt,Glen Park,5,2.0,1.0,37.73904,-122.42665,100,275.0,110.0,385.0
5918432,6162702,f,Condominium,Entire home/apt,Potrero Hill,3,3.0,1.5,37.75438,-122.39889,2,130.0,150.0,280.0
5919500,1650933,f,Apartment,Entire home/apt,Presidio Heights,4,1.0,1.0,37.78921,-122.45073000000001,116,279.0,125.0,404.0
5932678,1314416,f,Apartment,Entire home/apt,Downtown/Civic Center,2,1.0,1.0,37.77588,-122.41901999999999,15,249.0,150.0,399.0
5933430,1808969,t,Apartment,Entire home/apt,Bernal Heights,6,3.0,1.0,37.73703,-122.41801000000001,13,500.0,125.0,625.0
5944921,15400470,t,Apartment,Private room,Inner Richmond,1,1.0,1.0,37.77455,-122.45867,140,95.0,15.0,110.0
5944989,30857973,f,Condominium,Entire home/apt,Financial District,6,2.0,2.5,37.78885,-122.40265,6,1300.0,,
5945396,30857973,f,Serviced apartment,Entire home/apt,Financial District,8,3.0,3.5,37.78889,-122.40358,2,1252.0,,
5945605,13639065,t,Apartment,Entire home/apt,Mission,4,2.0,2.5,37.76291,-122.42165,30,1465.0,95.0,1560.0
5945812,30857973,f,Serviced apartment,Entire home/apt,Financial District,4,1.0,1.5,37.78857,-122.40268,2,975.0,,
5970639,5153588,f,House,Entire home/apt,Bayview,2,1.0,1.0,37.73437,-122.39533999999999,15,109.0,79.0,188.0
5980039,1097730,f,House,Entire home/apt,Mission,2,1.0,1.5,37.758390000000006,-122.41905,15,270.0,100.0,370.0
5990171,30419729,f,Apartment,Entire home/apt,Castro/Upper Market,6,3.0,1.0,37.76798,-122.43106,4,235.0,250.0,485.0
5998790,16745765,f,Townhouse,Private room,Bernal Heights,2,1.0,1.0,37.740109999999994,-122.41993000000001,166,80.0,30.0,110.0
6006021,31178938,t,Condominium,Entire home/apt,North Beach,4,2.0,1.5,37.80017,-122.40261000000001,23,280.0,125.0,405.0
6006768,26870698,t,Guest suite,Entire home/apt,Presidio Heights,2,1.0,1.0,37.78996,-122.44981000000001,339,140.0,45.0,185.0
6007925,31111016,f,Condominium,Entire home/apt,North Beach,4,2.0,1.0,37.79958,-122.40625,7,350.0,80.0,430.0
6015077,30853035,f,Apartment,Entire home/apt,Outer Sunset,6,3.0,2.0,37.747,-122.50668,137,199.0,160.0,359.0
6016647,1862130,t,Guest suite,Private room,Bernal Heights,3,1.0,1.0,37.73364,-122.41236,6,150.0,50.0,200.0
6020579,26977960,f,House,Entire home/apt,Bernal Heights,6,4.0,2.0,37.73523,-122.41403999999999,7,233.0,160.0,393.0
6042966,6840506,f,House,Entire home/apt,Mission,7,3.0,1.0,37.75713,-122.41524,23,375.0,140.0,515.0
6072316,6148057,f,House,Entire home/apt,Inner Sunset,10,4.0,2.0,37.76051,-122.47141,1,600.0,100.0,700.0
6072767,31521801,t,Guest suite,Entire home/apt,Inner Sunset,2,1.0,1.0,37.75316,-122.47053000000001,89,200.0,75.0,275.0
6074750,31531759,t,House,Private room,Russian Hill,2,1.0,1.0,37.79825,-122.4109,318,156.0,50.0,206.0
6080799,15672384,t,Apartment,Entire home/apt,Outer Sunset,4,1.0,1.0,37.74671,-122.50668,120,95.0,85.0,180.0
6090316,2252740,f,House,Entire home/apt,Bernal Heights,4,2.0,2.0,37.74494,-122.41033999999999,0,200.0,100.0,300.0
6091945,31607663,f,House,Private room,West of Twin Peaks,1,1.0,1.0,37.724740000000004,-122.45676999999999,6,90.0,50.0,140.0
6092049,31615642,t,Guest suite,Entire home/apt,Castro/Upper Market,2,1.0,1.0,37.75608,-122.43801,336,268.0,85.0,353.0
6092596,31603026,t,Guest suite,Entire home/apt,Mission,2,1.0,1.0,37.7638,-122.42613999999999,532,174.0,90.0,264.0
6103791,10081093,t,House,Private room,Castro/Upper Market,1,1.0,1.0,37.76054,-122.43758999999999,44,79.0,25.0,104.0
6107258,20850212,f,Hotel,Private room,Marina,6,1.0,1.0,37.79781,-122.42501999999999,173,209.0,0.0,209.0
6107359,640797,t,Apartment,Entire home/apt,Mission,6,2.0,1.0,37.75587,-122.40906000000001,209,299.0,90.0,389.0
6108439,15288029,f,House,Entire home/apt,Bernal Heights,6,2.0,1.0,37.739509999999996,-122.41373,10,245.0,150.0,395.0
6117147,6872494,t,Guest suite,Entire home/apt,Outer Sunset,2,1.0,1.0,37.75318,-122.50098999999999,145,135.0,75.0,210.0
6119086,31747421,f,Guest suite,Entire home/apt,Mission,2,1.0,1.0,37.75671,-122.40802,13,125.0,50.0,175.0
6119683,15490809,t,Apartment,Private room,Mission,2,1.0,1.0,37.76182,-122.42143,144,199.0,50.0,249.0
6120540,31755831,t,House,Private room,Parkside,2,1.0,0.0,37.734359999999995,-122.49558,347,49.0,20.0,69.0
6132191,13499994,t,Condominium,Entire home/apt,Nob Hill,6,3.0,3.0,37.79632,-122.41191,31,499.0,185.0,684.0
6134800,4834973,f,Apartment,Entire home/apt,Noe Valley,6,2.0,3.0,37.752390000000005,-122.44196000000001,0,300.0,125.0,425.0
6145605,1196837,t,Apartment,Entire home/apt,Visitacion Valley,3,0.0,1.0,37.71389,-122.39809,133,150.0,85.0,235.0
6156195,31936468,f,Apartment,Entire home/apt,Castro/Upper Market,4,1.0,1.0,37.76077,-122.43621,85,249.0,70.0,319.0
6163821,6884446,t,House,Private room,Potrero Hill,2,1.0,1.0,37.755390000000006,-122.3973,278,146.0,60.0,206.0
6168622,3756204,f,Loft,Entire home/apt,Financial District,2,1.0,2.0,37.78852,-122.4022,6,300.0,180.0,480.0
6169292,20850212,f,Hotel,Private room,Marina,4,1.0,1.0,37.79748,-122.42566000000001,185,129.0,0.0,129.0
6181182,30283594,f,Apartment,Entire home/apt,South of Market,3,1.0,1.0,37.771770000000004,-122.39403999999999,1,229.0,125.0,354.0
6188428,30069369,f,Hotel,Private room,North Beach,6,2.0,1.0,37.8086,-122.41447,1,688.0,200.0,888.0
6195258,64888,f,House,Entire home/apt,Bernal Heights,3,2.0,1.0,37.746970000000005,-122.41193,15,250.0,75.0,325.0
